mainid,midid,lastid,lastname,eduid,result,n_lastname,jeiba_lastname
10,1005,100503,食品暨保健營養學系,720503,食品(Na) 保健(Na) 營養(Na) 學系(Na),食品 保健 營養 學系,食品 暨 保健 營養 學系
10,1005,100504,保健營養學系,,保健(Na) 營養(Na) 學系(Na),保健 營養 學系,保健 營養 學系
10,1005,100504,保健營養生技學系,,保健(Na) 營養(Na) 生技學系(Na),保健 營養 生技學系,保健 營養生 技學系
10,1005,100505,營養保健科學系,720505,營養(Na) 保健(Na) 科學(Na),營養 保健 科學,營養 保健 科學系
10,1005,100506,營養與保健科技研究所,720506,營養(Na) 保健(Na) 科技(Na) 研究所(Nc),營養 保健 科技 研究所,營養 與 保健 科技 研究所
10,1005,100507,營養學系,720507,營養(Na) 學系(Na),營養 學系,營養 學系
10,1005,100507,營養科學系,720507,營養(Na) 科學(Na),營養 科學,營養 科學系
10,1005,100508,醫學營養學系,720508,醫學(Na) 營養(Na) 學系(Na),醫學 營養 學系,醫學營 養學系
10,1005,100509,營養醫學研究所,720509,營養(Na) 醫學(Na) 研究所(Nc),營養 醫學 研究所,營養 醫學 研究所
10,1005,100510,食品衛生系,720510,食品(Na) 衛生系(Nc),食品 衛生系,食品 衛生系
10,1005,100511,保健與生物技術研究所,720511,保健(Na) 生物(Na) 技術(Na) 研究所(Nc),保健 生物 技術 研究所,保健 與 生物 技術 研究所
10,1006,100601,護理學系,720601,護理(Na) 學系(Na),護理 學系,護理 學系
10,1006,100602,臨床護理研究所,720602,護理(Na) 研究所(Nc),護理 研究所,臨床 護理 研究所
10,1006,100603,社區護理研究所,720603,社區(Nc) 護理(Na) 研究所(Nc),社區 護理 研究所,社區 護理 研究所
10,1006,100604,中西結合護理研究所,720604,結合(VHC) 護理(Na) 研究所(Nc),結合 護理 研究所,中西 結合護理 研究所
10,1006,100604,中西醫結合護理研究所,720604,中西醫(Na) 結合(VHC) 護理(Na) 研究所(Nc),中西醫 結合 護理 研究所,中西 醫結 合護理 研究所
10,1006,100605,護理助產研究所,720605,護理(Na) 助產(VA) 研究所(Nc),護理 助產 研究所,護理助產 研究所
10,1006,100606,助產系,720606,助產系(Nc),助產系,助產系
10,1006,100607,長期照護系,720607,長期(Na) 照護(VC),長期 照護,長 期照 護系
10,1006,100608,早期療育研究所,720608,早期(Nd) 療育(VC) 研究所(Nc),早期 療育 研究所,早期 療育 研究所
10,1006,100608,早期療育與照護研究所,720608,早期(Nd) 療育(VC) 照護(VC) 研究所(Nc),早期 療育 照護 研究所,早期 療育 與 照護 研究所
10,1006,100609,健康照護研究所,,健康(VH) 照護(VC) 研究所(Nc),健康 照護 研究所,健康 照護 研究所
10,1006,100609,健康照護科學研究所,,健康(VH) 照護(VC) 科學(Na) 研究所(Nc),健康 照護 科學 研究所,健康 照護 科學 研究所
10,1006,100610,醫務健康照護管理學系,720610,醫務(Na) 健康(VH) 照護(VC) 管理(VC) 學系(Na),醫務 健康 照護 管理 學系,醫務 健康 照護 管理 學系
10,1006,100611,醫護管理學系,720611,管理(Na) 學系(Na),管理 學系,醫護 管理 學系
10,1006,100612,護理管理系,720612,護理(Na) 管理(Nc),護理 管理,護理 管理系
10,1006,100613,呼吸治療學系,720613,呼吸(VC) 治療(VC) 學系(Na),呼吸 治療 學系,呼吸 治療 學系
10,1006,100614,呼吸照護學系,720614,呼吸(VC) 照護(VC) 學系(Na),呼吸 照護 學系,呼吸 照護 學系
10,1006,100614,呼吸照護技術學系,720614,呼吸(VC) 照護(VC) 技術(Na) 學系(Na),呼吸 照護 技術 學系,呼吸 照護 技術 學系
10,1006,100615,腎臟照護學系,720615,腎臟(Na) 照護(VC) 學系(Na),腎臟 照護 學系,腎臟 照護 學系
10,1006,100616,老人護理暨管理學系,720616,老人(Na) 護理(Na) 管理(Na) 學系(Na),老人 護理 管理 學系,老人 護理 暨 管理 學系
10,1006,100617,護理技術學系,720617,護理(Na) 技術(Na) 學系(Na),護理 技術 學系,護理 技術 學系
10,1006,100618,健康照護學系,,健康(VH) 照護(VC) 學系(Na),健康 照護 學系,健康 照護 學系
10,1006,100618,健康照護管理學系,,健康(VH) 照護(VC) 管理(VC) 學系(Na),健康 照護 管理 學系,健康 照護 管理 學系
10,1006,100619,臨床暨社區護理研究所,720619,社區(Nc) 護理(Na) 研究所(Nc),社區 護理 研究所,臨床 暨 社區 護理 研究所
10,1006,100620,長期照顧學位學程,,長期(Na) 照顧(VC) 學位(Na) 學程(Na),長期 照顧 學位 學程,長 期照 顧學位 學程
10,1007,100701,放射繼續學系,720701,放射(VC) 繼續(VF) 學系(Na),放射 繼續 學系,放射 繼續 學系
10,1007,100701,醫學放射技術學系,720701,醫學(Na) 放射(VC) 技術(Na) 學系(Na),醫學 放射 技術 學系,醫學 放射 技術 學系
10,1007,100702,醫事技術學系,720702,醫事(Na) 技術(Na) 學系(Na),醫事 技術 學系,醫事 技術 學系
10,1007,100703,醫學技術學系,720703,醫學(Na) 技術(Na) 學系(Na),醫學 技術 學系,醫學 技術 學系
10,1007,100704,放射醫學科學研究所,720704,放射(VC) 醫學(Na) 科學(Na) 研究所(Nc),放射 醫學 科學 研究所,放射 醫學 科學 研究所
10,1007,100705,醫學生物技術學系,720705,醫學(Na) 生物(Na) 技術(Na) 學系(Na),醫學 生物 技術 學系,醫學 生物 技術 學系
10,1007,100705,醫學生物技術暨檢驗學系,720705,醫學(Na) 生物(Na) 技術(Na) 檢驗(VC) 學系(Na),醫學 生物 技術 檢驗 學系,醫學 生物 技術 暨 檢驗 學系
10,1007,100706,醫學生物科技研究所,720706,醫學(Na) 生物(Na) 科技(Na) 研究所(Nc),醫學 生物 科技 研究所,醫學 生物科技 研究所
10,1007,100707,生物醫學科技研究所,720707,生物醫學(Na) 科技(Na) 研究所(Nc),生物醫學 科技 研究所,生物 醫學 科技 研究所
10,1007,100708,醫學檢驗生物技術學系,720708,醫學(Na) 檢驗(VC) 生物(Na) 技術(Na) 學系(Na),醫學 檢驗 生物 技術 學系,醫學 檢驗 生物 技術 學系
10,1007,100708,醫學檢驗暨生物技術學系,720708,醫學(Na) 檢驗(VC) 生物(Na) 技術(Na) 學系(Na),醫學 檢驗 生物 技術 學系,醫學 檢驗 暨 生物 技術 學系
10,1007,100709,生物醫學檢驗學系,720709,生物醫學(Na) 檢驗(VC) 學系(Na),生物醫學 檢驗 學系,生物 醫學 檢驗 學系
10,1007,100710,影像醫學研究所,720710,影像(Na) 醫學(Na) 研究所(Nc),影像 醫學 研究所,影像 醫學 研究所
10,1007,100711,醫學物理暨影像科學研究所,720711,醫學(Na) 物理(Na) 影像(Na) 科學(Na) 研究所(Nc),醫學 物理 影像 科學 研究所,醫學 物理 暨 影像 科學 研究所
10,1007,100712,醫學影像暨放射科學學系,720712,醫學(Na) 影像(Na) 放射(VC) 科學(Na) 學系(Na),醫學 影像 放射 科學 學系,醫學 影像 暨 放射科 學學系
10,1007,100712,生物醫學影像暨放射科學學系,720712,生物醫學(Na) 影像(Na) 放射(VC) 科學(Na) 學系(Na),生物醫學 影像 放射 科學 學系,生物 醫學 影像 暨 放射科 學學系
10,1007,100713,視光學系,720713,光學系(Na),光學系,視光 學系
10,1007,100714,醫學資訊學系,720714,醫學(Na) 資訊(Na) 學系(Na),醫學 資訊 學系,醫學 資訊學系
10,1007,100715,檢驗技術學系,720715,檢驗(VC) 技術(Na) 學系(Na),檢驗 技術 學系,檢驗 技術 學系
10,1007,100716,生物醫學技術研究所,720716,生物醫學(Na) 技術(Na) 研究所(Nc),生物醫學 技術 研究所,生物 醫學 技術 研究所
10,1007,100717,醫學影像技術學系,,醫學(Na) 影像(Na) 技術(Na) 學系(Na),醫學 影像 技術 學系,醫學 影像 技術 學系
10,1007,100718,放射科學系,720718,放射(VC) 科學(Na),放射 科學,放射科 學系
10,1007,100719,醫事檢驗生物技術系,720719,醫事(Na) 檢驗(VC) 生物(Na) 技術系(Na),醫事 檢驗 生物 技術系,醫事 檢驗 生物 技術系
10,1007,100720,生醫影像與工程研究所,720722,生醫(Na) 影像(Na) 工程(Na) 研究所(Nc),生醫 影像 工程 研究所,生醫 影像 與 工程 研究所
10,1007,100721,光學科技系,720723,光學(Na) 科技(Na),光學 科技,光學 科技 系
10,1008,100801,牙醫學系,720801,牙醫學系(Na),牙醫學系,牙 醫學系
10,1008,100801,牙醫科學學系,720801,牙醫(Na) 科學(Na) 學系(Na),牙醫 科學 學系,牙醫科 學學系
10,1008,100802,臨床牙醫學研究所,720802,牙醫學(Na) 研究所(Nc),牙醫學 研究所,臨床 牙 醫學 研究所
10,1008,100803,牙醫技術系,720803,牙醫(Na) 技術系(Na),牙醫 技術系,牙醫 技術系
10,1008,100803,牙醫技術暨材料系,720803,牙醫(Na) 技術(Na) 材料系(Nc),牙醫 技術 材料系,牙 醫技術 暨 材料 系
10,1008,100805,口腔醫學研究所,720805,口腔(Na) 醫學(Na) 研究所(Nc),口腔 醫學 研究所,口腔 醫學 研究所
10,1008,100806,口腔生物研究所,720806,口腔(Na) 生物(Na) 研究所(Nc),口腔 生物 研究所,口腔 生物 研究所
10,1008,100806,口腔生物科學研究所,720806,口腔(Na) 生物(Na) 科學(Na) 研究所(Nc),口腔 生物 科學 研究所,口腔 生物 科學 研究所
10,1008,100807,口腔科學研究所,720807,口腔(Na) 科學(Na) 研究所(Nc),口腔 科學 研究所,口腔科 學 研究所
10,1008,100808,口腔材料科學研究所,720808,口腔(Na) 材料(Na) 科學(Na) 研究所(Nc),口腔 材料 科學 研究所,口腔 材料科 學 研究所
10,1008,100808,口腔生物暨材料科學研究所,720808,口腔(Na) 生物(Na) 材料(Na) 科學(Na) 研究所(Nc),口腔 生物 材料 科學 研究所,口腔 生物 暨 材料科 學 研究所
10,1008,100809,牙科材料學研究所,720809,牙科(Nc) 材料學(Na) 研究所(Nc),牙科 材料學 研究所,牙科 材料 學 研究所
10,1008,100810,口腔復健醫學研究所,720810,口腔(Na) 復健(VB) 醫學(Na) 研究所(Nc),口腔 復健 醫學 研究所,口腔 復 健醫學 研究所
10,1008,100811,顱顏口腔醫學研究所,720811,顱顏(Na) 口腔(Na) 醫學(Na) 研究所(Nc),顱顏 口腔 醫學 研究所,顱顏 口腔 醫學 研究所
10,1009,100901,法醫學研究所,729901,法醫學(Na) 研究所(Nc),法醫學 研究所,法醫學 研究所
10,1009,100902,醫學科技研究所,729902,醫學(Na) 科技(Na) 研究所(Nc),醫學 科技 研究所,醫學 科技 研究所
10,1009,100903,自然醫學研究所,729903,自然(Na) 醫學(Na) 研究所(Nc),自然 醫學 研究所,自然 醫學 研究所
10,1009,100904,毒理學研究所,729904,毒理學(Na) 研究所(Nc),毒理學 研究所,毒理 學 研究所
10,1009,100904,醫學分子毒理學研究所,729904,醫學(Na) 分子(Na) 毒理學(Na) 研究所(Nc),醫學 分子 毒理學 研究所,醫學 分子 毒理 學 研究所
10,1009,100905,醫學生物形態學研究所,729905,醫學(Na) 生物(Na) 形態學(Na) 研究所(Nc),醫學 生物 形態學 研究所,醫學 生物 形態學 研究所
10,1009,100906,生物統計學研究所,729906,生物(Na) 統計學(Na) 研究所(Nc),生物 統計學 研究所,生物 統計學 研究所
10,1009,100907,組織工程與再生醫學學位學程,729907,組織(Na) 工程(Na) 再生(VH) 醫學(Na) 學位(Na) 學程(Na),組織 工程 再生 醫學 學位 學程,組織 工程 與 再生 醫學學位 學程
10,1009,100908,養生與健康行銷學系,729908,養生(VA) 健康(VH) 行銷(Na) 學系(Na),養生 健康 行銷 學系,養生 與 健康 行銷 學系
10,1009,100909,腦與心智科學研究所,729909,心智(Na) 科學(Na) 研究所(Nc),心智 科學 研究所,腦與 心智 科學 研究所
10,1009,100910,醫藥衛生類產學專班,729977,醫藥(Na) 衛生類(Na) 產學(Na) 專班(Nc),醫藥 衛生類 產學 專班,醫藥 衛生 類產學 專班
10,1009,100911,醫藥衛生類第二專長學位學程,729989,醫藥(Na) 衛生類(Na) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),醫藥 衛生類 第二 專長 學位 學程,醫藥 衛生類 第二 專長 學位 學程
11,1101,110101,冷凍空調學系,529901,冷凍(VC) 空調(Na) 學系(Na),冷凍 空調 學系,冷凍空 調學系
11,1101,110101,冷凍空調工程學系,529901,冷凍(VC) 空調(Na) 工程(Na) 學系(Na),冷凍 空調 工程 學系,冷凍 空調 工程 學系
11,1101,110102,能源與冷凍空調工程學系,529902,能源(Na) 冷凍(VC) 空調(Na) 工程(Na) 學系(Na),能源 冷凍 空調 工程 學系,能源 與 冷凍 空調 工程 學系
11,1101,110103,礦冶工程學系,529903,礦冶(Na) 工程(Na) 學系(Na),礦冶 工程 學系,礦冶 工程 學系
11,1101,110104,冶金及材料工程學系,529904,冶金(VA) 材料(Na) 工程(Na) 學系(Na),冶金 材料 工程 學系,冶金 及 材料 工程 學系
11,1101,110105,礦業及石油工程學系,529905,礦業(Na) 石油(Na) 工程(Na) 學系(Na),礦業 石油 工程 學系,礦業 及 石油 工程 學系
11,1101,110106,礦冶及材料科學學系,529906,礦冶(Na) 材料(Na) 科學(Na),礦冶 材料 科學,礦冶及 材料科 學學系
11,1101,110107,冷凍空調與能源系,529907,冷凍(VC) 空調(Na) 能源系(Nc),冷凍 空調 能源系,冷凍 空調 與 能源 系
11,1101,110107,冷凍空調與能學科技系,529907,冷凍(VC) 空調(Na) 科技(Na),冷凍 空調 科技,冷凍 空調 與 能學 科技 系
11,1101,110110,冷凍與低溫科技研究所,529908,冷凍(VC) 低溫(Na) 科技(Na) 研究所(Nc),冷凍 低溫 科技 研究所,冷凍 與 低溫 科技 研究所
11,1101,110108,印刷學系,529909,印刷(Nv) 學系(Na),印刷 學系,印刷 學系
11,1101,110108,印刷工程學系,529909,印刷(VC) 工程(Na) 學系(Na),印刷 工程 學系,印刷 工程 學系
11,1101,110109,印刷攝影系,529911,印刷(VC) 攝影系(Nc),印刷 攝影系,印刷 攝影系
11,1101,110111,印刷藝術學系,529912,印刷(VC) 藝術(Na) 學系(Na),印刷 藝術 學系,印刷 藝術 學系
11,1101,110112,印刷傳播學系,529913,印刷(VC) 傳播(VC) 學系(Na),印刷 傳播 學系,印刷 傳播 學系
11,1101,110113,海洋材料工程研究所,529914,海洋(Na) 材料(Na) 工程(Na) 研究所(Nc),海洋 材料 工程 研究所,海洋 材料 工程 研究所
11,1101,110114,農業工程學系,529915,農業(Na) 工程(Na) 學系(Na),農業 工程 學系,農業 工程 學系
11,1101,110115,電聲學位學程,529924,電聲(Na) 學位(Na) 學程(Na),電聲 學位 學程,電聲 學位 學程
11,1101,110116,聲音與音樂創意科技學位學程,529925,聲音(Na) 音樂(Na) 創意(Na) 科技(Na) 學位(Na) 學程(Na),聲音 音樂 創意 科技 學位 學程,聲音 與 音樂 創意 科技 學位 學程
12,1201,120101,電機工程學系,520101,電機(Na) 工程(Na) 學系(Na),電機 工程 學系,電機 工程 學系
12,1201,120101,電機與控制工程學系,520101,電機(Na) 控制(VC) 工程(Na) 學系(Na),電機 控制 工程 學系,電機 與 控制工程 學系
12,1201,120102,電機與通訊工程研究所,520102,電機(Na) 通訊(Na) 工程(Na) 研究所(Nc),電機 通訊 工程 研究所,電機 與 通訊 工程 研究所
12,1201,120103,電子學系,520103,電子(Na) 學系(Na),電子 學系,電子 學系
12,1201,120103,微電子工程學系,520103,微電子(Na) 工程(Na) 學系(Na),微電子 工程 學系,微電子 工程 學系
12,1201,120104,電子與資訊(工程)系,520104,電子(Na) 資訊(Na) 工程(Na),電子 資訊 工程,電子 與 資訊 ( 工程 ) 系
12,1201,120105,光電學系,520105,光電學系(Na),光電學系,光電學系
12,1201,120105,光電技術學系,520105,光電(Na) 技術(Na) 學系(Na),光電 技術 學系,光電技術 學系
12,1201,120106,光電工程學系,520106,光電(Na) 工程(Na) 學系(Na),光電 工程 學系,光電 工程 學系
12,1201,120106,光電科學與工程學系,520106,光電(Na) 科學(Na) 工程(Na) 學系(Na),光電 科學 工程 學系,光電科學 與 工程 學系
12,1201,120107,光電暨固態電子研究所,520107,光電(Na) 固態(Na) 電子(Na) 研究所(Nc),光電 固態 電子 研究所,光電 暨 固態 電子 研究所
12,1201,120108,光電科技研究所,520108,光電(Na) 科技(Na) 研究所(Nc),光電 科技 研究所,光電 科技 研究所
12,1201,120108,光電科技學研究所,520108,光電(Na) 科技學(Na) 研究所(Nc),光電 科技學 研究所,光電 科技 學 研究所
12,1201,120109,光電與材料科技研究所,520109,光電(Na) 材料(Na) 科技(Na) 研究所(Nc),光電 材料 科技 研究所,光電 與 材料 科技 研究所
12,1201,120110,顯示科技研究所,520110,顯示(VK) 科技(Na) 研究所(Nc),顯示 科技 研究所,顯示 科技 研究所
12,1201,120111,顯示技術研究所,520111,顯示(VK) 技術(Na) 研究所(Nc),顯示 技術 研究所,顯示 技術 研究所
12,1201,120112,航空電子系,520112,航空(Na) 電子系(Nc),航空 電子系,航空 電子系
12,1201,120113,積體電路設計研究所,520113,積體電路(Na) 設計(Na) 研究所(Nc),積體電路 設計 研究所,積體 電路 設計 研究所
12,1201,120114,資訊工程學系,520114,資訊(Na) 工程(Na) 學系(Na),資訊 工程 學系,資訊 工程 學系
12,1201,120115,資訊工程與科學系,520115,資訊(Na) 工程(Na) 科學(Na),資訊 工程 科學,資訊 工程 與 科學系
12,1201,120116,資訊科學學系,520116,資訊(Na) 科學(Na) 學系(Na),資訊 科學 學系,資訊 科學學系
12,1201,120117,網路工程系,520117,網路(Na) 工程(Na),網路 工程,網路 工程系
12,1201,120117,資訊網路工程系,520117,資訊(Na) 網路(Na) 工程系(Nc),資訊 網路 工程系,資訊 網路 工程系
12,1201,120118,資訊科學與應用學系,520118,資訊(Na) 科學(Na) 應用(Na) 學系(Na),資訊 科學 應用 學系,資訊 科學 與 應用 學系
12,1201,120119,資訊科學與工程學系,520119,資訊(Na) 科學(Na) 工程(Na) 學系(Na),資訊 科學 工程 學系,資訊 科學 與 工程 學系
12,1201,120120,資訊學系,520120,資訊(Na) 學系(Na),資訊 學系,資訊學系
12,1201,120121,自動化工程系,520121,自動化(VHC) 工程系(Nc),自動化 工程系,自動化 工程系
12,1201,120121,自動化控制工程系,520121,自動化(VHC) 控制(VC) 工程系(Nc),自動化 控制 工程系,自動化 控制 工程系
12,1201,120122,電資研究所,520122,電資(Na) 研究所(Nc),電資 研究所,電資 研究所
12,1201,120123,電信工程學系,520123,電信(Na) 工程(Na) 學系(Na),電信 工程 學系,電信 工程 學系
12,1201,120124,電訊工程學系,520124,電訊(Na) 工程(Na) 學系(Na),電訊 工程 學系,電訊 工程 學系
12,1201,120125,通訊與導航工程學系,520125,通訊(Na) 導航(Nv) 工程(Na) 學系(Na),通訊 導航 工程 學系,通訊 與 導航 工程 學系
12,1201,120126,通訊工程學系,,通訊(Na) 工程(Na) 學系(Na),通訊 工程 學系,通訊 工程 學系
12,1201,120126,光電與通訊工程學系,,光電(Na) 通訊(Na) 工程(Na) 學系(Na),光電 通訊 工程 學系,光電 與 通訊 工程 學系
12,1201,120127,資訊與通訊工程研究所,520127,資訊(Na) 通訊(Na) 工程(Na) 研究所(Nc),資訊 通訊 工程 研究所,資訊 與 通訊 工程 研究所
12,1201,120128,資訊科技與通訊學系,,資訊(Na) 科技(Na) 通訊(Na) 學系(Na),資訊 科技 通訊 學系,資訊 科技 與 通訊學系
12,1201,120129,資訊通訊科技管理學系,520129,資訊(Na) 通訊(Na) 科技(Na) 管理(VC) 學系(Na),資訊 通訊 科技 管理 學系,資訊 通訊 科技 管理 學系
12,1201,120130,電腦通訊學系,520130,電腦(Na) 通訊(Na) 學系(Na),電腦 通訊 學系,電腦 通訊學系
12,1201,120130,電腦與通訊工程學系,520130,電腦(Na) 通訊(Na) 工程(Na) 學系(Na),電腦 通訊 工程 學系,電腦 與 通訊 工程 學系
12,1201,120131,電腦通訊與系統工程研究所,520131,電腦(Na) 通訊(Na) 系統(Na) 工程(Na) 研究所(Nc),電腦 通訊 系統 工程 研究所,電腦 通訊 與 系統 工程 研究所
12,1201,120132,網路通訊學系,520132,網路(Na) 通訊(Na) 學系(Na),網路 通訊 學系,網 路通 訊 學系
12,1201,120132,網路與通訊學系,520132,網路(Na) 通訊(Na) 學系(Na),網路 通訊 學系,網路 與 通訊學系
12,1201,120133,電機動力工程學系,520133,電機(Na) 動力(Na) 工程(Na) 學系(Na),電機 動力 工程 學系,電機動力 工程 學系
12,1201,120134,電化工程學系,520134,工程(Na) 學系(Na),工程 學系,電化 工程 學系
12,1201,120135,電機電力學系,520135,電機(Na) 電力學(Na),電機 電力學,電機 電力 學系
12,1201,120135,電機電力工程學系,520135,電機(Na) 電力(Na) 工程(Na) 學系(Na),電機 電力 工程 學系,電機 電力 工程 學系
12,1201,120136,電機與資訊工程研究所,520136,電機(Na) 資訊(Na) 工程(Na) 研究所(Nc),電機 資訊 工程 研究所,電機 與 資訊 工程 研究所
12,1201,120137,電腦通訊與控制研究所,520137,電腦(Na) 通訊(Na) 控制(VC) 研究所(Nc),電腦 通訊 控制 研究所,電腦 通訊 與 控制 研究所
12,1201,120138,電力與能源研究所,520138,電力(Na) 能源(Na) 研究所(Nc),電力 能源 研究所,電力 與 能源 研究所
12,1201,120139,半導體科技研究所,520139,半導體(Na) 科技(Na) 研究所(Nc),半導體 科技 研究所,半導體 科技 研究所
12,1201,120140,電機與能源系,520140,電機(Na) 能源系(Nc),電機 能源系,電機 與 能源 系
12,1201,120140,電機與能源科技系,520140,電機(Na) 能源(Na) 科技(Na),電機 能源 科技,電機 與 能源 科技 系
12,1201,120141,電能與控制工程研究所,520141,電能(Na) 控制(VC) 工程(Na) 研究所(Nc),電能 控制 工程 研究所,電能 與 控制工程 研究所
12,1201,120142,應用電子科技系,520142,應用(Na) 電子(Na) 科技(Na),應用 電子 科技,應用 電子 科技 系
12,1201,120143,光電物理研究所,520143,光電(Na) 物理(Na) 研究所(Nc),光電 物理 研究所,光電 物理 研究所
12,1201,120144,電子通訊學系,520144,電子(Na) 通訊(Na) 學系(Na),電子 通訊 學系,電子 通訊學系
12,1201,120145,電信研究所,520145,電信(Na) 研究所(Nc),電信 研究所,電信 研究所
12,1201,120146,導航與通訊系,520146,導航(VB) 通訊系(Na),導航 通訊系,導航 與 通訊系
12,1201,120147,網路與電訊工程學系,520147,網路(Na) 電訊(Na) 工程(Na) 學系(Na),網路 電訊 工程 學系,網路 與 電訊 工程 學系
12,1201,120148,通訊與電腦工程系,,通訊(Na) 電腦(Na) 工程系(Nc),通訊 電腦 工程系,通訊 與 電腦 工程系
12,1201,120149,光電系統工程系,520149,光電(Na) 系統(Na) 工程系(Nc),光電 系統 工程系,光電系統 工程系
12,1201,120150,自動控制工程學系,520154,自動(VH) 控制(VC) 工程(Na) 學系(Na),自動 控制 工程 學系,自動 控制工程 學系
12,1201,120151,平面顯示技術碩士,520155,平面(Na) 顯示(VK) 技術(Na) 碩士(Na),平面 顯示 技術 碩士,平面 顯示 技術 碩士
12,1201,120152,電機電力工程碩士,,電機(Na) 電力(Na) 工程(Na) 碩士(Na),電機 電力 工程 碩士,電機 電力 工程 碩士
12,1201,120152,電機電力工程國際碩士,,電機(Na) 電力(Na) 工程(Na) 國際(Nc) 碩士(Na),電機 電力 工程 國際 碩士,電機 電力 工程 國際 碩士
12,1201,120153,航空與電子科技研究所,520157,航空(Na) 電子(Na) 科技(Na) 研究所(Nc),航空 電子 科技 研究所,航空 與 電子 科技 研究所
12,1201,120154,數位機電科技研究所,520158,機電(Na) 科技(Na) 研究所(Nc),機電 科技 研究所,數位 機電 科技 研究所
12,1201,120155,通訊資訊碩士,520160,通訊(Na) 資訊(Na) 碩士(Na),通訊 資訊 碩士,通訊 資訊 碩士
12,1201,120156,電機電子工程學系,,電機(Na) 電子(Na) 工程(Na) 學系(Na),電機 電子 工程 學系,電機 電子 工程 學系
12,1201,120157,影像顯示技術學系,520162,影像(Na) 顯示(VK) 技術(Na) 學系(Na),影像 顯示 技術 學系,影像 顯示 技術 學系
12,1201,120157,影像顯示科技學系,520162,影像(Na) 顯示(VK) 科技(Na) 學系(Na),影像 顯示 科技 學系,影像 顯示 科技 學系
12,1201,120158,電子與光電應用系,520163,電子(Na) 光電(Na) 應用(Na),電子 光電 應用,電子 與 光電應 用系
12,1201,120158,電子與光電工程系,520163,電子(Na) 光電(Na) 工程(Nc),電子 光電 工程,電子 與 光電 工程系
12,1201,120159,資訊與通訊系,520164,資訊(Na) 通訊系(Na),資訊 通訊系,資訊 與 通訊系
12,1201,120160,照明與顯示科技研究所,520165,照明(Na) 顯示(VK) 科技(Na) 研究所(Nc),照明 顯示 科技 研究所,照明 與 顯示 科技 研究所
12,1201,120161,半導體工程研究所,520166,半導體(Na) 工程(Na) 研究所(Nc),半導體 工程 研究所,半導體 工程 研究所
12,1201,120162,資訊電機工程研究所,520167,資訊(Na) 電機(Na) 工程(Na) 研究所(Nc),資訊 電機 工程 研究所,資訊 電機 工程 研究所
12,1201,120163,電腦與通信研究所,520168,電腦(Na) 通信(VA) 研究所(Nc),電腦 通信 研究所,電腦 與 通信 研究所
12,1201,120163,電腦與通信工程研究所,520168,電腦(Na) 通信(Nv) 工程(Na) 研究所(Nc),電腦 通信 工程 研究所,電腦 與 通信工程 研究所
12,1201,120164,製造資訊與系統研究所,520169,製造(VC) 資訊(Na) 系統(Na) 研究所(Nc),製造 資訊 系統 研究所,製 造 資 訊 與 系 統 研究所
12,1201,120165,電控工程研究所,520170,電控(Na) 工程(Na) 研究所(Nc),電控 工程 研究所,電控 工程 研究所
12,1201,120166,光電系統研究所,520171,光電(Na) 系統(Na) 研究所(Nc),光電 系統 研究所,光電系統 研究所
12,1201,120167,色彩與照明科技研究所,520172,色彩(Na) 照明(Na) 科技(Na) 研究所(Nc),色彩 照明 科技 研究所,色彩 與 照明 科技 研究所
12,1201,120168,電資類產業研發專班,520188,電資類(Na) 產業(Na) 研發(VC) 專班(Nc),電資類 產業 研發 專班,電資類 產業 研發 專班
12,1201,120169,電機資訊學院,,電機(Na) 資訊(Na) 學院(Nc),電機 資訊 學院,電機 資訊學院
12,1201,120170,機電學士班,520197,機電(Na) 學士(Nc),機電 學士,機電學士 班
12,1201,120171,電機資訊學士班,,電機(Na) 資訊(Na) 學士班(Na),電機 資訊 學士班,電機 資訊 學士班
12,1201,120172,資訊學院,520199,資訊(Na) 學院(Nc),資訊 學院,資訊學院
12,1201,120172,電機學院,520199,電機(Na) 學院(Nc),電機 學院,電機 學院
12,1202,120201,機械工程學系,520201,機械(Na) 工程(Na) 學系(Na),機械 工程 學系,機械 工程 學系
12,1202,120201,動力機械工程學系,520201,動力(Na) 機械(Na) 工程(Na) 學系(Na),動力 機械 工程 學系,動力 機械 工程 學系
12,1202,120202,車輛工程系,520202,車輛(Na) 工程(Na),車輛 工程,車輛 工程系
12,1202,120203,車輛科技研究所,520203,車輛(Na) 科技(Na) 研究所(Nc),車輛 科技 研究所,車輛 科技 研究所
12,1202,120204,航空工程學系,520204,航空(Na) 工程(Na) 學系(Na),航空 工程 學系,航空工程 學系
12,1202,120205,航空太空工程學系,520205,航空(Na) 太空(Na) 工程(Na) 學系(Na),航空 太空 工程 學系,航空 太空 工程 學系
12,1202,120206,飛機工程學系,520206,飛機(Na) 工程(Na) 學系(Na),飛機 工程 學系,飛機 工程 學系
12,1202,120206,飛機系統工程學系,520206,飛機(Na) 系統(Na) 工程(Na) 學系(Na),飛機 系統 工程 學系,飛機 系統 工程 學系
12,1202,120207,航太與系統工程學系,520207,系統(Na) 工程(Na) 學系(Na),系統 工程 學系,航太 與 系統 工程 學系
12,1202,120208,航空機械系,520208,航空(Na) 機械(Na),航空 機械,航空 機械系
