mainid,lastname,result,n_lastname,jeiba_lastname
10,流行病學與預防醫學研究所,流行病學(Na) 預防(VE) 醫學(Na) 研究所(Nc),流行病學 預防 醫學 研究所,流行病 學與 預防 醫學 研究所
10,健康政策與管理研究所,健康(VH) 政策(Na) 管理(Na) 研究所(Nc),健康 政策 管理 研究所,健康 政策 與 管理 研究所
10,環境職業醫學學位學程,環境(Na) 職業(Na) 醫學(Na) 學位(Na) 學程(Na),環境 職業 醫學 學位 學程,環境 職業 醫學學位 學程
10,環境與職業安全衛生系,環境(Na) 職業(Na) 安全(VH) 衛生(Nc),環境 職業 安全 衛生,環境 與 職業 安全 衛生系
10,全球衛生暨發展學位學程,全球(Nc) 衛生(Na) 發展(VC) 學位(Na) 學程(Na),全球 衛生 發展 學位 學程,全球 衛生 暨 發展 學位 學程
10,藥學系,藥學系(Nc),藥學系,藥學系
10,中國藥學研究所,中國(Nc) 藥學(Na) 研究所(Nc),中國 藥學 研究所,中國 藥學 研究所
10,傳統醫藥學系,傳統(VH) 醫藥(Na) 學系(Na),傳統 醫藥 學系,傳統 醫藥 學系
10,中藥資源學系,中藥(Na) 資源(Na) 學系(Na),中藥 資源 學系,中藥 資源 學系
10,藥理學研究所,藥理學(Na) 研究所(Nc),藥理學 研究所,藥理學 研究所
10,要禮記毒理研究所,毒理(Na) 研究所(Nc),毒理 研究所,要 禮記 毒理 研究所
10,醫藥化學系,醫藥(Na) 化學系(Nc),醫藥 化學系,醫藥化 學系
10,醫藥暨應用化學系,醫藥(Na) 應用(Na) 化學系(Nc),醫藥 應用 化學系,醫藥 暨 應用 化學系
10,藥物化學研究所,藥物(Na) 化學(Na) 研究所(Nc),藥物 化學 研究所,藥 物化 學 研究所
10,臨床藥學研究所,藥學(Na) 研究所(Nc),藥學 研究所,臨床 藥學 研究所
10,生物藥學系,生物(Na) 藥學系(Nc),生物 藥學系,生物 藥學系
10,製藥科技研究所,製藥(Nv) 科技(Na) 研究所(Nc),製藥 科技 研究所,製 藥 科技 研究所
10,藥學科技研究所,藥學(Na) 科技(Na) 研究所(Nc),藥學 科技 研究所,藥學 科技 研究所
10,藥學生物科技研究所,藥學(Na) 生物(Na) 科技(Na) 研究所(Nc),藥學 生物 科技 研究所,藥學 生物科技 研究所
10,藥物科技研究所,藥物(Na) 科技(Na) 研究所(Nc),藥物 科技 研究所,藥物 科技 研究所
10,分子醫藥研究所,分子(Na) 醫藥(Na) 研究所(Nc),分子 醫藥 研究所,分子 醫藥 研究所
10,天然藥物研究所,藥物(Na) 研究所(Nc),藥物 研究所,天然 藥物 研究所
10,藥用化妝品學系,藥用(VH) 化妝品(Na) 學系(Na),藥用 化妝品 學系,藥用 化妝品 學系
10,香粧品學系,香粧品(Na) 學系(Na),香粧品 學系,香 粧 品學系
10,藥用植物與保健學系,藥用(VH) 植物(Na) 保健(Na) 學系(Na),藥用 植物 保健 學系,藥用 植物 與 保健 學系
10,中國醫藥研究所,中國(Nc) 醫藥(Na) 研究所(Nc),中國 醫藥 研究所,中國 醫藥 研究所
10,生藥技術學系,生藥(Na) 技術(Na) 學系(Na),生藥 技術 學系,生藥 技術 學系
10,癌症生物與藥物研發學位學程,癌症(Na) 生物(Na) 藥物(Na) 研發(VC) 學位(Na) 學程(Na),癌症 生物 藥物 研發 學位 學程,癌症 生物 與 藥物 研發學位 學程
10,癌症生物學與藥物研發學位學程,癌症(Na) 生物學(Na) 藥物(Na) 研發(VC) 學位(Na) 學程(Na),癌症 生物學 藥物 研發 學位 學程,癌症 生物 學與 藥物 研發學位 學程
10,中國藥學暨中藥資源學系,中國(Nc) 藥學(Na) 中藥(Na) 資源(Na) 學系(Na),中國 藥學 中藥 資源 學系,中國 藥學 暨 中藥 資源 學系
10,臨床醫學與藥物科技研究所,醫學(Na) 藥物(Na) 科技(Na) 研究所(Nc),醫學 藥物 科技 研究所,臨床 醫學 與 藥物 科技 研究所
10,藥劑製造工程系,藥劑(Na) 製造(VC) 工程系(Nc),藥劑 製造 工程系,藥 劑 製 造 工程系
10,物理治療系,物理(Na) 治療(VC),物理 治療,物理 治療 系
10,職能治療學系,職能(Na) 治療(VC) 學系(Na),職能 治療 學系,職能 治療 學系
10,聽語障礙科學研究所,障礙(Na) 科學(Na) 研究所(Nc),障礙 科學 研究所,聽語 障礙 科學 研究所
10,語言治療學系,語言(Na) 治療(VC) 學系(Na),語言 治療 學系,語言 治療 學系
10,語言治療與聽力學系,語言(Na) 治療(VC) 聽力學系(Na),語言 治療 聽力學系,語言 治療 與 聽力 學系
10,聽力學與語言治療研究所,聽力學(Na) 語言(Na) 治療(VC) 研究所(Nc),聽力學 語言 治療 研究所,聽力學 與 語言 治療 研究所
10,復健科技輔具研究所,復健(VB) 科技(Na) 輔具(Na) 研究所(Nc),復健 科技 輔具 研究所,復 健 科技 輔具 研究所
10,運動醫學系,運動(Na) 醫學(Nc),運動 醫學,運動 醫學系
10,復健科學研究所,復健(VB) 科學(Na) 研究所(Nc),復健 科學 研究所,復 健科學 研究所
10,復健醫學系,復健(VB) 醫學系(Nc),復健 醫學系,復 健醫學系
10,物理治療暨輔助科技學系,物理(Na) 治療(VC) 輔助(VC) 科技(Na) 學系(Na),物理 治療 輔助 科技 學系,物理 治療 暨 輔助 科技 學系
10,食品營養系,食品(Na) 營養(Na),食品 營養,食品 營養系
10,食品營養科學系,食品(Na) 營養(Na) 科學(Na),食品 營養 科學,食品 營養 科學系
10,食品營養與保健生技學系,食品(Na) 營養(Na) 保健(Na) 生技(Na) 學系(Na),食品 營養 保健 生技 學系,食品 營養 與 保健 生技學系
10,食品暨保健營養學系,食品(Na) 保健(Na) 營養(Na) 學系(Na),食品 保健 營養 學系,食品 暨 保健 營養 學系
10,保健營養學系,保健(Na) 營養(Na) 學系(Na),保健 營養 學系,保健 營養 學系
10,保健營養生技學系,保健(Na) 營養(Na) 生技學系(Na),保健 營養 生技學系,保健 營養生 技學系
10,營養保健科學系,營養(Na) 保健(Na) 科學(Na),營養 保健 科學,營養 保健 科學系
10,營養與保健科技研究所,營養(Na) 保健(Na) 科技(Na) 研究所(Nc),營養 保健 科技 研究所,營養 與 保健 科技 研究所
10,營養學系,營養(Na) 學系(Na),營養 學系,營養 學系
10,營養科學系,營養(Na) 科學(Na),營養 科學,營養 科學系
10,醫學營養學系,醫學(Na) 營養(Na) 學系(Na),醫學 營養 學系,醫學營 養學系
10,營養醫學研究所,營養(Na) 醫學(Na) 研究所(Nc),營養 醫學 研究所,營養 醫學 研究所
10,食品衛生系,食品(Na) 衛生系(Nc),食品 衛生系,食品 衛生系
10,保健與生物技術研究所,保健(Na) 生物(Na) 技術(Na) 研究所(Nc),保健 生物 技術 研究所,保健 與 生物 技術 研究所
10,護理學系,護理(Na) 學系(Na),護理 學系,護理 學系
10,臨床護理研究所,護理(Na) 研究所(Nc),護理 研究所,臨床 護理 研究所
10,社區護理研究所,社區(Nc) 護理(Na) 研究所(Nc),社區 護理 研究所,社區 護理 研究所
10,中西結合護理研究所,結合(VHC) 護理(Na) 研究所(Nc),結合 護理 研究所,中西 結合護理 研究所
10,中西醫結合護理研究所,中西醫(Na) 結合(VHC) 護理(Na) 研究所(Nc),中西醫 結合 護理 研究所,中西 醫結 合護理 研究所
10,護理助產研究所,護理(Na) 助產(VA) 研究所(Nc),護理 助產 研究所,護理助產 研究所
10,助產系,助產系(Nc),助產系,助產系
10,長期照護系,長期(Na) 照護(VC),長期 照護,長 期照 護系
10,早期療育研究所,早期(Nd) 療育(VC) 研究所(Nc),早期 療育 研究所,早期 療育 研究所
10,早期療育與照護研究所,早期(Nd) 療育(VC) 照護(VC) 研究所(Nc),早期 療育 照護 研究所,早期 療育 與 照護 研究所
10,健康照護研究所,健康(VH) 照護(VC) 研究所(Nc),健康 照護 研究所,健康 照護 研究所
10,健康照護科學研究所,健康(VH) 照護(VC) 科學(Na) 研究所(Nc),健康 照護 科學 研究所,健康 照護 科學 研究所
10,醫務健康照護管理學系,醫務(Na) 健康(VH) 照護(VC) 管理(VC) 學系(Na),醫務 健康 照護 管理 學系,醫務 健康 照護 管理 學系
10,醫護管理學系,管理(Na) 學系(Na),管理 學系,醫護 管理 學系
10,護理管理系,護理(Na) 管理(Nc),護理 管理,護理 管理系
10,呼吸治療學系,呼吸(VC) 治療(VC) 學系(Na),呼吸 治療 學系,呼吸 治療 學系
10,呼吸照護學系,呼吸(VC) 照護(VC) 學系(Na),呼吸 照護 學系,呼吸 照護 學系
10,呼吸照護技術學系,呼吸(VC) 照護(VC) 技術(Na) 學系(Na),呼吸 照護 技術 學系,呼吸 照護 技術 學系
10,腎臟照護學系,腎臟(Na) 照護(VC) 學系(Na),腎臟 照護 學系,腎臟 照護 學系
10,老人護理暨管理學系,老人(Na) 護理(Na) 管理(Na) 學系(Na),老人 護理 管理 學系,老人 護理 暨 管理 學系
10,護理技術學系,護理(Na) 技術(Na) 學系(Na),護理 技術 學系,護理 技術 學系
10,健康照護學系,健康(VH) 照護(VC) 學系(Na),健康 照護 學系,健康 照護 學系
10,健康照護管理學系,健康(VH) 照護(VC) 管理(VC) 學系(Na),健康 照護 管理 學系,健康 照護 管理 學系
10,臨床暨社區護理研究所,社區(Nc) 護理(Na) 研究所(Nc),社區 護理 研究所,臨床 暨 社區 護理 研究所
10,長期照顧學位學程,長期(Na) 照顧(VC) 學位(Na) 學程(Na),長期 照顧 學位 學程,長 期照 顧學位 學程
10,放射繼續學系,放射(VC) 繼續(VF) 學系(Na),放射 繼續 學系,放射 繼續 學系
10,醫學放射技術學系,醫學(Na) 放射(VC) 技術(Na) 學系(Na),醫學 放射 技術 學系,醫學 放射 技術 學系
10,醫事技術學系,醫事(Na) 技術(Na) 學系(Na),醫事 技術 學系,醫事 技術 學系
10,醫學技術學系,醫學(Na) 技術(Na) 學系(Na),醫學 技術 學系,醫學 技術 學系
10,放射醫學科學研究所,放射(VC) 醫學(Na) 科學(Na) 研究所(Nc),放射 醫學 科學 研究所,放射 醫學 科學 研究所
10,醫學生物技術學系,醫學(Na) 生物(Na) 技術(Na) 學系(Na),醫學 生物 技術 學系,醫學 生物 技術 學系
10,醫學生物技術暨檢驗學系,醫學(Na) 生物(Na) 技術(Na) 檢驗(VC) 學系(Na),醫學 生物 技術 檢驗 學系,醫學 生物 技術 暨 檢驗 學系
10,醫學生物科技研究所,醫學(Na) 生物(Na) 科技(Na) 研究所(Nc),醫學 生物 科技 研究所,醫學 生物科技 研究所
10,生物醫學科技研究所,生物醫學(Na) 科技(Na) 研究所(Nc),生物醫學 科技 研究所,生物 醫學 科技 研究所
10,醫學檢驗生物技術學系,醫學(Na) 檢驗(VC) 生物(Na) 技術(Na) 學系(Na),醫學 檢驗 生物 技術 學系,醫學 檢驗 生物 技術 學系
10,醫學檢驗暨生物技術學系,醫學(Na) 檢驗(VC) 生物(Na) 技術(Na) 學系(Na),醫學 檢驗 生物 技術 學系,醫學 檢驗 暨 生物 技術 學系
10,生物醫學檢驗學系,生物醫學(Na) 檢驗(VC) 學系(Na),生物醫學 檢驗 學系,生物 醫學 檢驗 學系
10,影像醫學研究所,影像(Na) 醫學(Na) 研究所(Nc),影像 醫學 研究所,影像 醫學 研究所
10,醫學物理暨影像科學研究所,醫學(Na) 物理(Na) 影像(Na) 科學(Na) 研究所(Nc),醫學 物理 影像 科學 研究所,醫學 物理 暨 影像 科學 研究所
10,醫學影像暨放射科學學系,醫學(Na) 影像(Na) 放射(VC) 科學(Na) 學系(Na),醫學 影像 放射 科學 學系,醫學 影像 暨 放射科 學學系
10,生物醫學影像暨放射科學學系,生物醫學(Na) 影像(Na) 放射(VC) 科學(Na) 學系(Na),生物醫學 影像 放射 科學 學系,生物 醫學 影像 暨 放射科 學學系
10,視光學系,光學系(Na),光學系,視光 學系
10,醫學資訊學系,醫學(Na) 資訊(Na) 學系(Na),醫學 資訊 學系,醫學 資訊學系
10,檢驗技術學系,檢驗(VC) 技術(Na) 學系(Na),檢驗 技術 學系,檢驗 技術 學系
10,生物醫學技術研究所,生物醫學(Na) 技術(Na) 研究所(Nc),生物醫學 技術 研究所,生物 醫學 技術 研究所
10,醫學影像技術學系,醫學(Na) 影像(Na) 技術(Na) 學系(Na),醫學 影像 技術 學系,醫學 影像 技術 學系
10,放射科學系,放射(VC) 科學(Na),放射 科學,放射科 學系
10,醫事檢驗生物技術系,醫事(Na) 檢驗(VC) 生物(Na) 技術系(Na),醫事 檢驗 生物 技術系,醫事 檢驗 生物 技術系
10,生醫影像與工程研究所,生醫(Na) 影像(Na) 工程(Na) 研究所(Nc),生醫 影像 工程 研究所,生醫 影像 與 工程 研究所
10,光學科技系,光學(Na) 科技(Na),光學 科技,光學 科技 系
10,牙醫學系,牙醫學系(Na),牙醫學系,牙 醫學系
10,牙醫科學學系,牙醫(Na) 科學(Na) 學系(Na),牙醫 科學 學系,牙醫科 學學系
10,臨床牙醫學研究所,牙醫學(Na) 研究所(Nc),牙醫學 研究所,臨床 牙 醫學 研究所
10,牙醫技術系,牙醫(Na) 技術系(Na),牙醫 技術系,牙醫 技術系
10,牙醫技術暨材料系,牙醫(Na) 技術(Na) 材料系(Nc),牙醫 技術 材料系,牙 醫技術 暨 材料 系
10,口腔醫學研究所,口腔(Na) 醫學(Na) 研究所(Nc),口腔 醫學 研究所,口腔 醫學 研究所
10,口腔生物研究所,口腔(Na) 生物(Na) 研究所(Nc),口腔 生物 研究所,口腔 生物 研究所
10,口腔生物科學研究所,口腔(Na) 生物(Na) 科學(Na) 研究所(Nc),口腔 生物 科學 研究所,口腔 生物 科學 研究所
10,口腔科學研究所,口腔(Na) 科學(Na) 研究所(Nc),口腔 科學 研究所,口腔科 學 研究所
10,口腔材料科學研究所,口腔(Na) 材料(Na) 科學(Na) 研究所(Nc),口腔 材料 科學 研究所,口腔 材料科 學 研究所
10,口腔生物暨材料科學研究所,口腔(Na) 生物(Na) 材料(Na) 科學(Na) 研究所(Nc),口腔 生物 材料 科學 研究所,口腔 生物 暨 材料科 學 研究所
10,牙科材料學研究所,牙科(Nc) 材料學(Na) 研究所(Nc),牙科 材料學 研究所,牙科 材料 學 研究所
10,口腔復健醫學研究所,口腔(Na) 復健(VB) 醫學(Na) 研究所(Nc),口腔 復健 醫學 研究所,口腔 復 健醫學 研究所
10,顱顏口腔醫學研究所,顱顏(Na) 口腔(Na) 醫學(Na) 研究所(Nc),顱顏 口腔 醫學 研究所,顱顏 口腔 醫學 研究所
10,法醫學研究所,法醫學(Na) 研究所(Nc),法醫學 研究所,法醫學 研究所
10,醫學科技研究所,醫學(Na) 科技(Na) 研究所(Nc),醫學 科技 研究所,醫學 科技 研究所
10,自然醫學研究所,自然(Na) 醫學(Na) 研究所(Nc),自然 醫學 研究所,自然 醫學 研究所
10,毒理學研究所,毒理學(Na) 研究所(Nc),毒理學 研究所,毒理 學 研究所
10,醫學分子毒理學研究所,醫學(Na) 分子(Na) 毒理學(Na) 研究所(Nc),醫學 分子 毒理學 研究所,醫學 分子 毒理 學 研究所
10,醫學生物形態學研究所,醫學(Na) 生物(Na) 形態學(Na) 研究所(Nc),醫學 生物 形態學 研究所,醫學 生物 形態學 研究所
10,生物統計學研究所,生物(Na) 統計學(Na) 研究所(Nc),生物 統計學 研究所,生物 統計學 研究所
10,組織工程與再生醫學學位學程,組織(Na) 工程(Na) 再生(VH) 醫學(Na) 學位(Na) 學程(Na),組織 工程 再生 醫學 學位 學程,組織 工程 與 再生 醫學學位 學程
10,養生與健康行銷學系,養生(VA) 健康(VH) 行銷(Na) 學系(Na),養生 健康 行銷 學系,養生 與 健康 行銷 學系
10,腦與心智科學研究所,心智(Na) 科學(Na) 研究所(Nc),心智 科學 研究所,腦與 心智 科學 研究所
10,醫藥衛生類產學專班,醫藥(Na) 衛生類(Na) 產學(Na) 專班(Nc),醫藥 衛生類 產學 專班,醫藥 衛生 類產學 專班
10,醫藥衛生類第二專長學位學程,醫藥(Na) 衛生類(Na) 第二(Neu) 專長(Na) 學位(Na) 學程(Na),醫藥 衛生類 第二 專長 學位 學程,醫藥 衛生類 第二 專長 學位 學程
11,冷凍空調學系,冷凍(VC) 空調(Na) 學系(Na),冷凍 空調 學系,冷凍空 調學系
11,冷凍空調工程學系,冷凍(VC) 空調(Na) 工程(Na) 學系(Na),冷凍 空調 工程 學系,冷凍 空調 工程 學系
11,能源與冷凍空調工程學系,能源(Na) 冷凍(VC) 空調(Na) 工程(Na) 學系(Na),能源 冷凍 空調 工程 學系,能源 與 冷凍 空調 工程 學系
11,礦冶工程學系,礦冶(Na) 工程(Na) 學系(Na),礦冶 工程 學系,礦冶 工程 學系
11,冶金及材料工程學系,冶金(VA) 材料(Na) 工程(Na) 學系(Na),冶金 材料 工程 學系,冶金 及 材料 工程 學系
11,礦業及石油工程學系,礦業(Na) 石油(Na) 工程(Na) 學系(Na),礦業 石油 工程 學系,礦業 及 石油 工程 學系
11,礦冶及材料科學學系,礦冶(Na) 材料(Na) 科學(Na),礦冶 材料 科學,礦冶及 材料科 學學系
11,冷凍空調與能源系,冷凍(VC) 空調(Na) 能源系(Nc),冷凍 空調 能源系,冷凍 空調 與 能源 系
11,冷凍空調與能學科技系,冷凍(VC) 空調(Na) 科技(Na),冷凍 空調 科技,冷凍 空調 與 能學 科技 系
11,冷凍與低溫科技研究所,冷凍(VC) 低溫(Na) 科技(Na) 研究所(Nc),冷凍 低溫 科技 研究所,冷凍 與 低溫 科技 研究所
11,印刷學系,印刷(Nv) 學系(Na),印刷 學系,印刷 學系
11,印刷工程學系,印刷(VC) 工程(Na) 學系(Na),印刷 工程 學系,印刷 工程 學系
11,印刷攝影系,印刷(VC) 攝影系(Nc),印刷 攝影系,印刷 攝影系
11,印刷藝術學系,印刷(VC) 藝術(Na) 學系(Na),印刷 藝術 學系,印刷 藝術 學系
11,印刷傳播學系,印刷(VC) 傳播(VC) 學系(Na),印刷 傳播 學系,印刷 傳播 學系
11,海洋材料工程研究所,海洋(Na) 材料(Na) 工程(Na) 研究所(Nc),海洋 材料 工程 研究所,海洋 材料 工程 研究所
11,農業工程學系,農業(Na) 工程(Na) 學系(Na),農業 工程 學系,農業 工程 學系
11,電聲學位學程,電聲(Na) 學位(Na) 學程(Na),電聲 學位 學程,電聲 學位 學程
11,聲音與音樂創意科技學位學程,聲音(Na) 音樂(Na) 創意(Na) 科技(Na) 學位(Na) 學程(Na),聲音 音樂 創意 科技 學位 學程,聲音 與 音樂 創意 科技 學位 學程
12,電機工程學系,電機(Na) 工程(Na) 學系(Na),電機 工程 學系,電機 工程 學系
12,電機與控制工程學系,電機(Na) 控制(VC) 工程(Na) 學系(Na),電機 控制 工程 學系,電機 與 控制工程 學系
12,電機與通訊工程研究所,電機(Na) 通訊(Na) 工程(Na) 研究所(Nc),電機 通訊 工程 研究所,電機 與 通訊 工程 研究所
12,電子學系,電子(Na) 學系(Na),電子 學系,電子 學系
12,微電子工程學系,微電子(Na) 工程(Na) 學系(Na),微電子 工程 學系,微電子 工程 學系
12,電子與資訊(工程)系,電子(Na) 資訊(Na) 工程(Na),電子 資訊 工程,電子 與 資訊 ( 工程 ) 系
12,光電學系,光電學系(Na),光電學系,光電學系
12,光電技術學系,光電(Na) 技術(Na) 學系(Na),光電 技術 學系,光電技術 學系
12,光電工程學系,光電(Na) 工程(Na) 學系(Na),光電 工程 學系,光電 工程 學系
12,光電科學與工程學系,光電(Na) 科學(Na) 工程(Na) 學系(Na),光電 科學 工程 學系,光電科學 與 工程 學系
12,光電暨固態電子研究所,光電(Na) 固態(Na) 電子(Na) 研究所(Nc),光電 固態 電子 研究所,光電 暨 固態 電子 研究所
12,光電科技研究所,光電(Na) 科技(Na) 研究所(Nc),光電 科技 研究所,光電 科技 研究所
12,光電科技學研究所,光電(Na) 科技學(Na) 研究所(Nc),光電 科技學 研究所,光電 科技 學 研究所
12,光電與材料科技研究所,光電(Na) 材料(Na) 科技(Na) 研究所(Nc),光電 材料 科技 研究所,光電 與 材料 科技 研究所
12,顯示科技研究所,顯示(VK) 科技(Na) 研究所(Nc),顯示 科技 研究所,顯示 科技 研究所
12,顯示技術研究所,顯示(VK) 技術(Na) 研究所(Nc),顯示 技術 研究所,顯示 技術 研究所
12,航空電子系,航空(Na) 電子系(Nc),航空 電子系,航空 電子系
12,積體電路設計研究所,積體電路(Na) 設計(Na) 研究所(Nc),積體電路 設計 研究所,積體 電路 設計 研究所
12,資訊工程學系,資訊(Na) 工程(Na) 學系(Na),資訊 工程 學系,資訊 工程 學系
12,資訊工程與科學系,資訊(Na) 工程(Na) 科學(Na),資訊 工程 科學,資訊 工程 與 科學系
12,資訊科學學系,資訊(Na) 科學(Na) 學系(Na),資訊 科學 學系,資訊 科學學系
12,網路工程系,網路(Na) 工程(Na),網路 工程,網路 工程系
12,資訊網路工程系,資訊(Na) 網路(Na) 工程系(Nc),資訊 網路 工程系,資訊 網路 工程系
12,資訊科學與應用學系,資訊(Na) 科學(Na) 應用(Na) 學系(Na),資訊 科學 應用 學系,資訊 科學 與 應用 學系
12,資訊科學與工程學系,資訊(Na) 科學(Na) 工程(Na) 學系(Na),資訊 科學 工程 學系,資訊 科學 與 工程 學系
12,資訊學系,資訊(Na) 學系(Na),資訊 學系,資訊學系
12,自動化工程系,自動化(VHC) 工程系(Nc),自動化 工程系,自動化 工程系
12,自動化控制工程系,自動化(VHC) 控制(VC) 工程系(Nc),自動化 控制 工程系,自動化 控制 工程系
12,電資研究所,電資(Na) 研究所(Nc),電資 研究所,電資 研究所
12,電信工程學系,電信(Na) 工程(Na) 學系(Na),電信 工程 學系,電信 工程 學系
12,電訊工程學系,電訊(Na) 工程(Na) 學系(Na),電訊 工程 學系,電訊 工程 學系
12,通訊與導航工程學系,通訊(Na) 導航(Nv) 工程(Na) 學系(Na),通訊 導航 工程 學系,通訊 與 導航 工程 學系
12,通訊工程學系,通訊(Na) 工程(Na) 學系(Na),通訊 工程 學系,通訊 工程 學系
12,光電與通訊工程學系,光電(Na) 通訊(Na) 工程(Na) 學系(Na),光電 通訊 工程 學系,光電 與 通訊 工程 學系
12,資訊與通訊工程研究所,資訊(Na) 通訊(Na) 工程(Na) 研究所(Nc),資訊 通訊 工程 研究所,資訊 與 通訊 工程 研究所
12,資訊科技與通訊學系,資訊(Na) 科技(Na) 通訊(Na) 學系(Na),資訊 科技 通訊 學系,資訊 科技 與 通訊學系
12,資訊通訊科技管理學系,資訊(Na) 通訊(Na) 科技(Na) 管理(VC) 學系(Na),資訊 通訊 科技 管理 學系,資訊 通訊 科技 管理 學系
12,電腦通訊學系,電腦(Na) 通訊(Na) 學系(Na),電腦 通訊 學系,電腦 通訊學系
12,電腦與通訊工程學系,電腦(Na) 通訊(Na) 工程(Na) 學系(Na),電腦 通訊 工程 學系,電腦 與 通訊 工程 學系
12,電腦通訊與系統工程研究所,電腦(Na) 通訊(Na) 系統(Na) 工程(Na) 研究所(Nc),電腦 通訊 系統 工程 研究所,電腦 通訊 與 系統 工程 研究所
12,網路通訊學系,網路(Na) 通訊(Na) 學系(Na),網路 通訊 學系,網 路通 訊 學系
12,網路與通訊學系,網路(Na) 通訊(Na) 學系(Na),網路 通訊 學系,網路 與 通訊學系
12,電機動力工程學系,電機(Na) 動力(Na) 工程(Na) 學系(Na),電機 動力 工程 學系,電機動力 工程 學系
12,電化工程學系,工程(Na) 學系(Na),工程 學系,電化 工程 學系
12,電機電力學系,電機(Na) 電力學(Na),電機 電力學,電機 電力 學系
12,電機電力工程學系,電機(Na) 電力(Na) 工程(Na) 學系(Na),電機 電力 工程 學系,電機 電力 工程 學系
12,電機與資訊工程研究所,電機(Na) 資訊(Na) 工程(Na) 研究所(Nc),電機 資訊 工程 研究所,電機 與 資訊 工程 研究所
12,電腦通訊與控制研究所,電腦(Na) 通訊(Na) 控制(VC) 研究所(Nc),電腦 通訊 控制 研究所,電腦 通訊 與 控制 研究所
12,電力與能源研究所,電力(Na) 能源(Na) 研究所(Nc),電力 能源 研究所,電力 與 能源 研究所
12,半導體科技研究所,半導體(Na) 科技(Na) 研究所(Nc),半導體 科技 研究所,半導體 科技 研究所
12,電機與能源系,電機(Na) 能源系(Nc),電機 能源系,電機 與 能源 系
12,電機與能源科技系,電機(Na) 能源(Na) 科技(Na),電機 能源 科技,電機 與 能源 科技 系
12,電能與控制工程研究所,電能(Na) 控制(VC) 工程(Na) 研究所(Nc),電能 控制 工程 研究所,電能 與 控制工程 研究所
12,應用電子科技系,應用(Na) 電子(Na) 科技(Na),應用 電子 科技,應用 電子 科技 系
12,光電物理研究所,光電(Na) 物理(Na) 研究所(Nc),光電 物理 研究所,光電 物理 研究所
12,電子通訊學系,電子(Na) 通訊(Na) 學系(Na),電子 通訊 學系,電子 通訊學系
12,電信研究所,電信(Na) 研究所(Nc),電信 研究所,電信 研究所
12,導航與通訊系,導航(VB) 通訊系(Na),導航 通訊系,導航 與 通訊系
12,網路與電訊工程學系,網路(Na) 電訊(Na) 工程(Na) 學系(Na),網路 電訊 工程 學系,網路 與 電訊 工程 學系
12,通訊與電腦工程系,通訊(Na) 電腦(Na) 工程系(Nc),通訊 電腦 工程系,通訊 與 電腦 工程系
12,光電系統工程系,光電(Na) 系統(Na) 工程系(Nc),光電 系統 工程系,光電系統 工程系
12,自動控制工程學系,自動(VH) 控制(VC) 工程(Na) 學系(Na),自動 控制 工程 學系,自動 控制工程 學系
12,平面顯示技術碩士,平面(Na) 顯示(VK) 技術(Na) 碩士(Na),平面 顯示 技術 碩士,平面 顯示 技術 碩士
12,電機電力工程碩士,電機(Na) 電力(Na) 工程(Na) 碩士(Na),電機 電力 工程 碩士,電機 電力 工程 碩士
12,電機電力工程國際碩士,電機(Na) 電力(Na) 工程(Na) 國際(Nc) 碩士(Na),電機 電力 工程 國際 碩士,電機 電力 工程 國際 碩士
12,航空與電子科技研究所,航空(Na) 電子(Na) 科技(Na) 研究所(Nc),航空 電子 科技 研究所,航空 與 電子 科技 研究所
12,數位機電科技研究所,機電(Na) 科技(Na) 研究所(Nc),機電 科技 研究所,數位 機電 科技 研究所
12,通訊資訊碩士,通訊(Na) 資訊(Na) 碩士(Na),通訊 資訊 碩士,通訊 資訊 碩士
12,電機電子工程學系,電機(Na) 電子(Na) 工程(Na) 學系(Na),電機 電子 工程 學系,電機 電子 工程 學系
12,影像顯示技術學系,影像(Na) 顯示(VK) 技術(Na) 學系(Na),影像 顯示 技術 學系,影像 顯示 技術 學系
12,影像顯示科技學系,影像(Na) 顯示(VK) 科技(Na) 學系(Na),影像 顯示 科技 學系,影像 顯示 科技 學系
12,電子與光電應用系,電子(Na) 光電(Na) 應用(Na),電子 光電 應用,電子 與 光電應 用系
12,電子與光電工程系,電子(Na) 光電(Na) 工程(Nc),電子 光電 工程,電子 與 光電 工程系
12,資訊與通訊系,資訊(Na) 通訊系(Na),資訊 通訊系,資訊 與 通訊系
12,照明與顯示科技研究所,照明(Na) 顯示(VK) 科技(Na) 研究所(Nc),照明 顯示 科技 研究所,照明 與 顯示 科技 研究所
12,半導體工程研究所,半導體(Na) 工程(Na) 研究所(Nc),半導體 工程 研究所,半導體 工程 研究所
12,資訊電機工程研究所,資訊(Na) 電機(Na) 工程(Na) 研究所(Nc),資訊 電機 工程 研究所,資訊 電機 工程 研究所
12,電腦與通信研究所,電腦(Na) 通信(VA) 研究所(Nc),電腦 通信 研究所,電腦 與 通信 研究所
12,電腦與通信工程研究所,電腦(Na) 通信(Nv) 工程(Na) 研究所(Nc),電腦 通信 工程 研究所,電腦 與 通信工程 研究所
12,製造資訊與系統研究所,製造(VC) 資訊(Na) 系統(Na) 研究所(Nc),製造 資訊 系統 研究所,製 造 資 訊 與 系 統 研究所
12,電控工程研究所,電控(Na) 工程(Na) 研究所(Nc),電控 工程 研究所,電控 工程 研究所
