mainid,lastname,result,n_lastname,jeiba_lastname,n_lastname_2,n,N,k
10,藥學系,藥學系(Nc),藥學系,藥學系,藥學系,141,272,0
10,  護理,護理(Na),護理,    護理,護理,142,272,0
10,護理學系,護理(Na) 學系(Na),護理 學系,護理 學系,護理 學系,143,272,0
10,  醫事技術,醫事(Na) 技術(Na),醫事 技術,    醫事 技術,醫事 技術,144,272,0
10,醫學系,醫學系(Nc),醫學系,醫學系,醫學系,145,272,0
10,醫學,醫學(Na),醫學,醫學,醫學,146,272,0
10,  食品營養,食品(Na) 營養(Na),食品 營養,    食品 營養,食品 營養,147,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,148,272,0
10,營養學系 ,營養(Na) 學系(Na),營養 學系,營養 學系  ,營養 學系,149,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,150,272,0
10,  食品,食品(Na),食品,    食品,食品,151,272,0
10,醫學影像暨放射科學系,醫學(Na) 影像(Na) 放射(VC) 科學(Na),醫學 影像 放射 科學,醫學 影像 暨 放射科 學系,醫學 影像 放射 科學,152,272,0
10,醫學,醫學(Na),醫學,醫學,醫學,153,272,0
10,醫學營養系,醫學(Na) 營養(Na),醫學 營養,醫學營 養系,醫學 營養,154,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,155,272,0
10,  護理,護理(Na),護理,    護理,護理,156,272,0
10,藥學系,藥學系(Nc),藥學系,藥學系,藥學系,157,272,0
10,護理學系 ,護理(Na) 學系(Na),護理 學系,護理 學系  ,護理 學系,158,272,0
10,藥學系,藥學系(Nc),藥學系,藥學系,藥學系,159,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,160,272,0
10,  醫事技術,醫事(Na) 技術(Na),醫事 技術,    醫事 技術,醫事 技術,161,272,0
10,牙醫系,牙醫系(Nc),牙醫系,牙醫系,牙醫系,162,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,163,272,0
10,物理治療學系,物理(Na) 治療(VC) 學系(Na),物理 治療 學系,物理 治療 學系,物理 治療 學系,164,272,0
10,  護理,護理(Na),護理,    護理,護理,165,272,0
10,物理治療系,物理(Na) 治療(VC),物理 治療,物理 治療 系,物理 治療,166,272,0
10,醫學檢驗學系,醫學(Na) 檢驗(VC) 學系(Na),醫學 檢驗 學系,醫學 檢驗 學系,醫學 檢驗 學系,167,272,0
10,  護理,護理(Na),護理,    護理,護理,168,272,0
10,  護理,護理(Na),護理,    護理,護理,169,272,0
10,  護理,護理(Na),護理,    護理,護理,170,272,0
10,藥學,藥學(Na),藥學,藥學,藥學,171,272,0
10,  營養,營養(Na),營養,    營養,營養,172,272,0
10,  護理,護理(Na),護理,    護理,護理,173,272,0
10,護理科系,護理(Na) 科系(Na),護理 科系,護 理科 系,護理 科系,174,272,0
10,職業安全衛生系,職業(Na) 安全(VH) 衛生(Nc),職業 安全 衛生,職業 安全 衛生系,職業 安全 衛生,175,272,0
10,  食品,食品(Na),食品,    食品,食品,176,272,0
10,  牙醫,牙醫(Na),牙醫,    牙醫,牙醫,177,272,0
10,食品營養,食品(Na) 營養(Na),食品 營養,食品 營養,食品 營養,178,272,0
10,  物理治療,物理(Na) 治療(VC),物理 治療,    物理 治療,物理 治療,179,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,180,272,0
10,  醫事檢驗,醫事(Na) 檢驗(VC),醫事 檢驗,    醫事 檢驗,醫事 檢驗,181,272,0
10,護理科,護理科(Na),護理科,護 理科,護理科,182,272,0
10,物理治療系,物理(Na) 治療(VC),物理 治療,物理 治療 系,物理 治療,183,272,0
10,護理,護理(Na),護理,護理,護理,184,272,0
10,藥學系,藥學系(Nc),藥學系,藥學系,藥學系,185,272,0
10,視光學系,光學系(Na),光學系,視光 學系,光學系,186,272,0
10,運動醫學,運動(Na) 醫學(Na),運動 醫學,運動 醫學,運動 醫學,187,272,0
10,護理學系,護理(Na) 學系(Na),護理 學系,護理 學系,護理 學系,188,272,0
10,  藥學,藥學(Na),藥學,    藥學,藥學,189,272,0
10,  護理,護理(Na),護理,    護理,護理,190,272,0
10,護理學系,護理(Na) 學系(Na),護理 學系,護理 學系,護理 學系,191,272,0
10,  醫事檢驗,醫事(Na) 檢驗(VC),醫事 檢驗,    醫事 檢驗,醫事 檢驗,192,272,0
10,口腔衛生系,口腔(Na) 衛生(Nc),口腔 衛生,口腔 衛生系,口腔 衛生,193,272,0
10,  藥學,藥學(Na),藥學,    藥學,藥學,194,272,0
10,  護理系,護理系(Nc),護理系,    護理系,護理系,195,272,0
10,語言治療与聽力,語言(Na) 治療(VC) 聽力(Na),語言 治療 聽力,語言 治療 与 聽力,語言 治療 聽力,196,272,0
10,運動醫學,運動(Na) 醫學(Na),運動 醫學,運動 醫學,運動 醫學,197,272,0
10,  食品營養,食品(Na) 營養(Na),食品 營養,    食品 營養,食品 營養,198,272,0
10,  工業安全,工業(Na) 安全(VH),工業 安全,    工業 安全,工業 安全,199,272,0
10,醫學檢驗暨生物技術系,醫學(Na) 檢驗(VC) 生物(Na) 技術(Na),醫學 檢驗 生物 技術,醫學 檢驗 暨 生物 技術系,醫學 檢驗 生物 技術,200,272,0
10,保健營養系,保健(Na) 營養(Na),保健 營養,保健 營養系,保健 營養,201,272,0
10,  護理,護理(Na),護理,    護理,護理,202,272,0
10,藥學系,藥學系(Nc),藥學系,藥學系,藥學系,203,272,0
10,  職業安全衛生,職業(Na) 安全(VH) 衛生(Na),職業 安全 衛生,    職業 安全 衛生,職業 安全 衛生,204,272,0
10,  藥學,藥學(Na),藥學,    藥學,藥學,205,272,0
10,  醫技,醫技(Na),醫技,    醫技,醫技,206,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,207,272,0
10,職業安全衛生系,職業(Na) 安全(VH) 衛生(Nc),職業 安全 衛生,職業 安全 衛生系,職業 安全 衛生,208,272,0
10,"  醫藥衛生學""類""",醫藥(Na) 衛生學(Na),醫藥 衛生學,"    醫藥 衛生學 "" 類 """,醫藥 衛生學,209,272,0
10,  護理,護理(Na),護理,    護理,護理,210,272,0
10,  護理科,護理科(Na),護理科,    護 理科,護理科,211,272,0
10,  食品營養與保健生技,食品(Na) 營養(Na) 保健(Na) 生技(Na),食品 營養 保健 生技,    食品 營養 與 保健 生技,食品 營養 保健 生技,212,272,0
10,醫藥化學系,醫藥(Na) 化學系(Nc),醫藥 化學系,醫藥化 學系,醫藥 化學系,213,272,0
10,醫學,醫學(Na),醫學,醫學,醫學,214,272,0
10,牙醫系,牙醫系(Nc),牙醫系,牙醫系,牙醫系,215,272,0
10,物理治療學系,物理(Na) 治療(VC) 學系(Na),物理 治療 學系,物理 治療 學系,物理 治療 學系,216,272,0
10,  食品營養,食品(Na) 營養(Na),食品 營養,    食品 營養,食品 營養,217,272,0
10,醫學檢驗暨生物技術學系,醫學(Na) 檢驗(VC) 生物(Na) 技術(Na) 學系(Na),醫學 檢驗 生物 技術 學系,醫學 檢驗 暨 生物 技術 學系,醫學 檢驗 生物 技術 學系,218,272,0
10,護理系 ,護理系(Nc),護理系,護理系  ,護理系,219,272,0
10,保健營養學系,保健(Na) 營養(Na) 學系(Na),保健 營養 學系,保健 營養 學系,保健 營養 學系,220,272,0
10,  護理,護理(Na),護理,    護理,護理,221,272,0
10,  護理,護理(Na),護理,    護理,護理,222,272,0
10,醫學系 ,醫學系(Nc),醫學系,醫學系  ,醫學系,223,272,0
10,護理科,護理科(Na),護理科,護 理科,護理科,224,272,0
10,  護理,護理(Na),護理,    護理,護理,225,272,0
10,  護理,護理(Na),護理,    護理,護理,226,272,0
10,健康事業管理學系,健康(VH) 事業(Na) 管理(VC) 學系(Na),健康 事業 管理 學系,健康 事業 管理 學系,健康 事業 管理 學系,227,272,0
10,  醫技,醫技(Na),醫技,    醫技,醫技,228,272,0
10,醫事技術,醫事(Na) 技術(Na),醫事 技術,醫事 技術,醫事 技術,229,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,230,272,0
10,  醫學,醫學(Na),醫學,    醫學,醫學,231,272,0
10,護理系 ,護理系(Nc),護理系,護理系  ,護理系,232,272,0
10,  醫學,醫學(Na),醫學,    醫學,醫學,233,272,0
10,  藥學系,藥學系(Nc),藥學系,    藥學系,藥學系,234,272,0
10,  食品科學,食品(Na) 科學(Na),食品 科學,    食品 科學,食品 科學,235,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,236,272,0
10,護理學系 ,護理(Na) 學系(Na),護理 學系,護理 學系  ,護理 學系,237,272,0
10,公共衛生系 ,衛生系(Na),衛生系,公共 衛生系  ,衛生系,238,272,0
10,  獸醫,獸醫(Na),獸醫,    獸醫,獸醫,239,272,0
10,  牙醫,牙醫(Na),牙醫,    牙醫,牙醫,240,272,0
10,  物理治療,物理(Na) 治療(VC),物理 治療,    物理 治療,物理 治療,241,272,0
10,  護理,護理(Na),護理,    護理,護理,242,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,243,272,0
10,食品營養學系 ,食品(Na) 營養(Na) 學系(Na),食品 營養 學系,食品 營養 學系  ,食品 營養 學系,244,272,0
10,護理系 ,護理系(Nc),護理系,護理系  ,護理系,245,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,246,272,0
10,藥學系,藥學系(Nc),藥學系,藥學系,藥學系,247,272,0
10,牙體技術系,牙體(Na) 技術系(Na),牙體 技術系,牙體 技術系,牙體 技術系,248,272,0
10,食品營養系,食品(Na) 營養(Na),食品 營養,食品 營養系,食品 營養,249,272,0
10,  保健營養,保健(Na) 營養(Na),保健 營養,    保健 營養,保健 營養,250,272,0
10,護理科,護理科(Na),護理科,護 理科,護理科,251,272,0
10,  醫藥衛生,醫藥(Na) 衛生(Na),醫藥 衛生,    醫藥 衛生,醫藥 衛生,252,272,0
10,  物理治療,物理(Na) 治療(VC),物理 治療,    物理 治療,物理 治療,253,272,0
10,  護理,護理(Na),護理,    護理,護理,254,272,0
10,藥學系,藥學系(Nc),藥學系,藥學系,藥學系,255,272,0
10,  醫務管理,醫務(Na) 管理(VC),醫務 管理,    醫務 管理,醫務 管理,256,272,0
10,  食品營養,食品(Na) 營養(Na),食品 營養,    食品 營養,食品 營養,257,272,0
10,呼吸治療學系,呼吸(VC) 治療(VC) 學系(Na),呼吸 治療 學系,呼吸 治療 學系,呼吸 治療 學系,258,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,259,272,0
10,  護理,護理(Na),護理,    護理,護理,260,272,0
10,  放射,放射(VC),放射,    放射,放射,261,272,0
10,護理系 ,護理系(Nc),護理系,護理系  ,護理系,262,272,0
10,  護理管理,護理(Na) 管理(VC),護理 管理,    護理 管理,護理 管理,263,272,0
10,  護理,護理(Na),護理,    護理,護理,264,272,0
10,  護理,護理(Na),護理,    護理,護理,265,272,0
10,護理系,護理系(Nc),護理系,護理系,護理系,266,272,0
10,  職能治療,職能(Na) 治療(VC),職能 治療,    職能 治療,職能 治療,267,272,0
10,保健營養,保健(Na) 營養(Na),保健 營養,保健 營養,保健 營養,268,272,0
10,  護理,護理(Na),護理,    護理,護理,269,272,0
10,護理,護理(Na),護理,護理,護理,270,272,0
10,  護理,護理(Na),護理,    護理,護理,271,272,0
10,  公共衛生,衛生(Na),衛生,    公共 衛生,衛生,272,272,0
11,  機械工程,機械(Na) 工程(Na),機械 工程,    機械 工程,機械 工程,6,8,0
11,  電機,電機(Na),電機,    電機,電機,7,8,0
11,冷凍空調系,冷凍(VC) 空調系(Na),冷凍 空調系,冷凍空 調系,冷凍 空調系,8,8,0
12,輪機系,輪機系(Nc),輪機系,輪機系,輪機系,600,974,0
12,機械工程系,機械(Na) 工程系(Nc),機械 工程系,機械 工程系,機械 工程系,601,974,0
12,工程與系統科學,工程(Na) 系統(Na) 科學(Na),工程 系統 科學,工程 與 系統 科學,工程 系統 科學,602,974,0
12,電機工程學系,電機(Na) 工程(Na) 學系(Na),電機 工程 學系,電機 工程 學系,電機 工程 學系,603,974,0
12,化學工程與材料工程系,化學(Na) 工程(Na) 材料(Na) 工程(Nc),化學 工程 材料 工程,化學 工程 與 材料 工程系,化學 工程 材料 工程,604,974,0
12,機械工程,機械(Na) 工程(Na),機械 工程,機械 工程,機械 工程,605,974,0
12,材料科學與工程學系,材料(Na) 科學(Na) 工程(Na) 學系(Na),材料 科學 工程 學系,材料科 學與 工程 學系,材料 科學 工程 學系,606,974,0
12,  機械,機械(Na),機械,    機械,機械,607,974,0
12,機械工程系,機械(Na) 工程系(Nc),機械 工程系,機械 工程系,機械 工程系,608,974,0
12,  電機,電機(Na),電機,    電機,電機,609,974,0
12,化學工業學系,化學(Na) 工業(Na) 學系(Na),化學 工業 學系,化學 工業 學系,化學 工業 學系,610,974,0
12,機械工程系,機械(Na) 工程系(Nc),機械 工程系,機械 工程系,機械 工程系,611,974,0
12,營建科系,營建(VC) 科系(Na),營建 科系,營建 科系,營建 科系,612,974,0
12,  工業工程管理,工業(Na) 工程(Na) 管理(VC),工業 工程 管理,    工業 工程 管理,工業 工程 管理,613,974,0
12,資訊工程系,資訊(Na) 工程系(Nc),資訊 工程系,資訊 工程系,資訊 工程系,614,974,0
12,營建工程系 ,營建(VC) 工程系(Na),營建 工程系,營建 工程系  ,營建 工程系,615,974,0
12,  工業工程,工業(Na) 工程(Na),工業 工程,    工業 工程,工業 工程,616,974,0
12,  電子工程,電子(Na) 工程(Na),電子 工程,    電子 工程,電子 工程,617,974,0
12,電子工程,電子(Na) 工程(Na),電子 工程,電子 工程,電子 工程,618,974,0
12,  光電工程,光電(Na) 工程(Na),光電 工程,    光電 工程,光電 工程,619,974,0
12,環境工程系,環境(Na) 工程(Na),環境 工程,環境 工程系,環境 工程,620,974,0
12,電機系,電機系(Nc),電機系,電機系,電機系,621,974,0
12,  電子,電子(Na),電子,    電子,電子,622,974,0
12,  電子工程,電子(Na) 工程(Na),電子 工程,    電子 工程,電子 工程,623,974,0
12,  資訊管理,資訊(Na) 管理(VC),資訊 管理,    資訊 管理,資訊 管理,624,974,0
12,環境工程系,環境(Na) 工程(Na),環境 工程,環境 工程系,環境 工程,625,974,0
12,  電子,電子(Na),電子,    電子,電子,626,974,0
12,  光電系統工程,光電(Na) 系統(Na) 工程(Na),光電 系統 工程,    光電系統 工程,光電 系統 工程,627,974,0
12,資訊工程系,資訊(Na) 工程系(Nc),資訊 工程系,資訊 工程系,資訊 工程系,628,974,0
12,  電子,電子(Na),電子,    電子,電子,629,974,0
12,  電機,電機(Na),電機,    電機,電機,630,974,0
12,資訊工程學系,資訊(Na) 工程(Na) 學系(Na),資訊 工程 學系,資訊 工程 學系,資訊 工程 學系,631,974,0
12,電子工程系,電子(Na) 工程系(Nc),電子 工程系,電子 工程系,電子 工程系,632,974,0
12,機電工程,機電(Na) 工程(Na),機電 工程,機電 工程,機電 工程,633,974,0
12,土木工程 ,土木(Na) 工程(Na),土木 工程,土木工程  ,土木 工程,634,974,0
12,  電子工程,電子(Na) 工程(Na),電子 工程,    電子 工程,電子 工程,635,974,0
12,  土木工程,土木(Na) 工程(Na),土木 工程,    土木工程,土木 工程,636,974,0
12,航空電子系,航空(Na) 電子系(Nc),航空 電子系,航空 電子系,航空 電子系,637,974,0
12,  環境工程,環境(Na) 工程(Na),環境 工程,    環境 工程,環境 工程,638,974,0
12,  機械,機械(Na),機械,    機械,機械,639,974,0
12,  電子工程,電子(Na) 工程(Na),電子 工程,    電子 工程,電子 工程,640,974,0
12,汽修科,汽修科(Na),汽修科,汽修 科,汽修科,641,974,0
12,電子系,電子系(Nc),電子系,電子系,電子系,642,974,0
12,  土木工程,土木(Na) 工程(Na),土木 工程,    土木工程,土木 工程,643,974,0
12,營建科技 ,營建(VC) 科技(Na),營建 科技,營建 科技  ,營建 科技,644,974,0
12,  化工,化工(Na),化工,    化工,化工,645,974,0
12,  電機工程,電機(Na) 工程(Na),電機 工程,    電機 工程,電機 工程,646,974,0
12,生物醫學工程系 ,生物醫學(Na) 工程(Nc),生物醫學 工程,生物 醫學 工程系  ,生物醫學 工程,647,974,0
12,電子工程 ,電子(Na) 工程(Na),電子 工程,電子 工程  ,電子 工程,648,974,0
12,電子工程學系,電子(Na) 工程(Na) 學系(Na),電子 工程 學系,電子 工程 學系,電子 工程 學系,649,974,0
12,工業工程管理學系,工業(Na) 工程(Na) 管理(VC) 學系(Na),工業 工程 管理 學系,工業 工程 管理 學系,工業 工程 管理 學系,650,974,0
12,  電機,電機(Na),電機,    電機,電機,651,974,0
12,機械系,機械系(Nc),機械系,機械系,機械系,652,974,0
12,環境工程衛生系,環境(Na) 工程(Na) 衛生(Nc),環境 工程 衛生,環境 工程 衛生系,環境 工程 衛生,653,974,0
12,工業工程管理,工業(Na) 工程(Na) 管理(Na),工業 工程 管理,工業 工程 管理,工業 工程 管理,654,974,0
12,  農業機械工程,農業(Na) 機械(Na) 工程(Na),農業 機械 工程,    農業 機械 工程,農業 機械 工程,655,974,0
12,  電機,電機(Na),電機,    電機,電機,656,974,0
12,電機工程,電機(Na) 工程(Na),電機 工程,電機 工程,電機 工程,657,974,0
12,  土木工程學,土木(Na) 工程(Na),土木 工程,    土木工程 學,土木 工程,658,974,0
12,  工業工程,工業(Na) 工程(Na),工業 工程,    工業 工程,工業 工程,659,974,0
12,  電機,電機(Na),電機,    電機,電機,660,974,0
12,醫學工程系 ,醫學(Na) 工程系(Nc),醫學 工程系,醫學 工程系  ,醫學 工程系,661,974,0
12,飛機工程系 ,飛機(Na) 工程系(Nc),飛機 工程系,飛機 工程系  ,飛機 工程系,662,974,0
12,  電機工程,電機(Na) 工程(Na),電機 工程,    電機 工程,電機 工程,663,974,0
12,飛機修護,飛機(Na) 修護(VC),飛機 修護,飛機 修護,飛機 修護,664,974,0
12,輪機科,輪機(Na),輪機,輪機科,輪機,665,974,0
12,  電機,電機(Na),電機,    電機,電機,666,974,0
12,化學工程,化學(Na) 工程(Na),化學 工程,化學 工程,化學 工程,667,974,0
12,  機械,機械(Na),機械,    機械,機械,668,974,0
12,電機工程系,電機(Na) 工程系(Na),電機 工程系,電機 工程系,電機 工程系,669,974,0
12,資訊工程,資訊(Na) 工程(Na),資訊 工程,資訊 工程,資訊 工程,670,974,0
12,  自動化工程,自動化(VHC) 工程(Na),自動化 工程,    自動化 工程,自動化 工程,671,974,0
12,  環境工程,環境(Na) 工程(Na),環境 工程,    環境 工程,環境 工程,672,974,0
12,水利工程與資源保育學系,水利(Na) 工程(Na) 資源(Na) 保育(VC) 學系(Na),水利 工程 資源 保育 學系,水利工程 與 資源 保育 學系,水利 工程 資源 保育 學系,673,974,0
12,  電機,電機(Na),電機,    電機,電機,674,974,0
12,電機工程學系,電機(Na) 工程(Na) 學系(Na),電機 工程 學系,電機 工程 學系,電機 工程 學系,675,974,0
12,  資訊工程,資訊(Na) 工程(Na),資訊 工程,    資訊 工程,資訊 工程,676,974,0
12,  電機工程,電機(Na) 工程(Na),電機 工程,    電機 工程,電機 工程,677,974,0
12,  電機,電機(Na),電機,    電機,電機,678,974,0
12,電子系,電子系(Nc),電子系,電子系,電子系,679,974,0
12,  機械與自動化工程,機械(Na) 自動化(VHC) 工程(Na),機械 自動化 工程,    機械 與 自動化 工程,機械 自動化 工程,680,974,0
12,  土木工程,土木(Na) 工程(Na),土木 工程,    土木工程,土木 工程,681,974,0
12,電子工程系,電子(Na) 工程系(Nc),電子 工程系,電子 工程系,電子 工程系,682,974,0
12,  機械工程,機械(Na) 工程(Na),機械 工程,    機械 工程,機械 工程,683,974,0
12,材料科學與工程系,材料(Na) 科學(Na) 工程系(Nc),材料 科學 工程系,材料科 學與 工程系,材料 科學 工程系,684,974,0
12,  電子工程,電子(Na) 工程(Na),電子 工程,    電子 工程,電子 工程,685,974,0
12,電訊工程學系,電訊(Na) 工程(Na) 學系(Na),電訊 工程 學系,電訊 工程 學系,電訊 工程 學系,686,974,0
12,電機工程系,電機(Na) 工程系(Na),電機 工程系,電機 工程系,電機 工程系,687,974,0
12,資訊工程系,資訊(Na) 工程系(Nc),資訊 工程系,資訊 工程系,資訊 工程系,688,974,0
12,  機械工程與自動控制,機械(Na) 工程(Na) 自動(VH) 控制(VC),機械 工程 自動 控制,    機械 工程 與 自動 控制,機械 工程 自動 控制,689,974,0
12,  複合材料,材料(Na),材料,    複 合 材料,材料,690,974,0
12,  機械控制,機械(Na) 控制(VC),機械 控制,    機械 控制,機械 控制,691,974,0
12,電機工程系,電機(Na) 工程系(Na),電機 工程系,電機 工程系,電機 工程系,692,974,0
12,  機械,機械(Na),機械,    機械,機械,693,974,0
12,  機械工程,機械(Na) 工程(Na),機械 工程,    機械 工程,機械 工程,694,974,0
12,  機械工程,機械(Na) 工程(Na),機械 工程,    機械 工程,機械 工程,695,974,0
12,工業工程與管理學系,工業(Na) 工程(Na) 管理(Na) 學系(Na),工業 工程 管理 學系,工業 工程 與 管理 學系,工業 工程 管理 學系,696,974,0
12,  輪機工程,輪機(Na) 工程(Na),輪機 工程,    輪機 工程,輪機 工程,697,974,0
12,  資訊管立,資訊(Na),資訊,    資訊 管立,資訊,698,974,0
12,  電機工程,電機(Na) 工程(Na),電機 工程,    電機 工程,電機 工程,699,974,0
12,  機械科,機械科(Na),機械科,    機械科,機械科,700,974,0
12,  機械製造,機械(Na) 製造(VC),機械 製造,    機 械 製 造,機械 製造,701,974,0
12,  機械,機械(Na),機械,    機械,機械,702,974,0
12,  機械,機械(Na),機械,    機械,機械,703,974,0
12,  環工,環工(Na),環工,    環工,環工,704,974,0
12,電機工程學系,電機(Na) 工程(Na) 學系(Na),電機 工程 學系,電機 工程 學系,電機 工程 學系,705,974,0
12,航空機械系,航空(Na) 機械(Na),航空 機械,航空 機械系,航空 機械,706,974,0
12,機械與電腦輔助工程系,機械(Na) 電腦(Na) 輔助(VC) 工程(Nc),機械 電腦 輔助 工程,機械 與 電腦 輔助 工程系,機械 電腦 輔助 工程,707,974,0
12,  自動控制,自動(VH) 控制(VC),自動 控制,    自動 控制,自動 控制,708,974,0
12,  機械,機械(Na),機械,    機械,機械,709,974,0
12,化學工程學,化學(Na) 工程(Na),化學 工程,化學 工程 學,化學 工程,710,974,0
12,  車輛工程,車輛(Na) 工程(Na),車輛 工程,    車輛 工程,車輛 工程,711,974,0
12,資訊工程系,資訊(Na) 工程系(Nc),資訊 工程系,資訊 工程系,資訊 工程系,712,974,0
12,  電腦通訊,電腦(Na) 通訊(Na),電腦 通訊,    電腦 通訊,電腦 通訊,713,974,0
12,  環境工程,環境(Na) 工程(Na),環境 工程,    環境 工程,環境 工程,714,974,0
12,  機械,機械(Na),機械,    機械,機械,715,974,0
12,  電子工程,電子(Na) 工程(Na),電子 工程,    電子 工程,電子 工程,716,974,0
12,  資訊工程,資訊(Na) 工程(Na),資訊 工程,    資訊 工程,資訊 工程,717,974,0
12,電子工程,電子(Na) 工程(Na),電子 工程,電子 工程,電子 工程,718,974,0
12,  機械工程,機械(Na) 工程(Na),機械 工程,    機械 工程,機械 工程,719,974,0
12,  遺漏值,遺漏值(Na),遺漏值,    遺漏 值,遺漏值,720,974,0
12,  電機電子,電機(Na) 電子(Na),電機 電子,    電機 電子,電機 電子,721,974,0
12,電機工程系,電機(Na) 工程系(Na),電機 工程系,電機 工程系,電機 工程系,722,974,0
12,  資訊科學,資訊(Na) 科學(Na),資訊 科學,    資訊 科學,資訊 科學,723,974,0
12,  機械,機械(Na),機械,    機械,機械,724,974,0
12,土木工程學系,土木(Na) 工程(Na) 學系(Na),土木 工程 學系,土木工程 學系,土木 工程 學系,725,974,0
12,電機工程系,電機(Na) 工程系(Na),電機 工程系,電機 工程系,電機 工程系,726,974,0
12,電子工程系,電子(Na) 工程系(Nc),電子 工程系,電子 工程系,電子 工程系,727,974,0
12,  工程,工程(Na),工程,    工程,工程,728,974,0
12,機械系 ,機械系(Nc),機械系,機械系  ,機械系,729,974,0
12,營建工程系,營建(VC) 工程系(Nc),營建 工程系,營建 工程系,營建 工程系,730,974,0
12,  電機系,電機系(Nc),電機系,    電機系,電機系,731,974,0
12,電機工程系,電機(Na) 工程系(Na),電機 工程系,電機 工程系,電機 工程系,732,974,0
12,  機械,機械(Na),機械,    機械,機械,733,974,0
12,  電子工程,電子(Na) 工程(Na),電子 工程,    電子 工程,電子 工程,734,974,0
12,資訊工程,資訊(Na) 工程(Na),資訊 工程,資訊 工程,資訊 工程,735,974,0
12,電機科,電機科(Na),電機科,電機科,電機科,736,974,0
12,資訊工資訊工程學系,資訊工(Na) 資訊(Na) 工程(Na) 學系(Na),資訊工 資訊 工程 學系,資訊 工資訊 工程 學系,資訊工 資訊 工程 學系,737,974,0
12,  資訊工程,資訊(Na) 工程(Na),資訊 工程,    資訊 工程,資訊 工程,738,974,0
12,  化工系,化工系(Nc),化工系,    化工系,化工系,739,974,0
12,  土木工程,土木(Na) 工程(Na),土木 工程,    土木工程,土木 工程,740,974,0
12,  電子工程,電子(Na) 工程(Na),電子 工程,    電子 工程,電子 工程,741,974,0
12,  電子,電子(Na),電子,    電子,電子,742,974,0
12,  冷凍空調,冷凍(VC) 空調(Na),冷凍 空調,    冷凍 空調,冷凍 空調,743,974,0
12,資訊工程系,資訊(Na) 工程系(Nc),資訊 工程系,資訊 工程系,資訊 工程系,744,974,0
12,資訊工程系,資訊(Na) 工程系(Nc),資訊 工程系,資訊 工程系,資訊 工程系,745,974,0
12,  環境工程,環境(Na) 工程(Na),環境 工程,    環境 工程,環境 工程,746,974,0
12,電機工程學系,電機(Na) 工程(Na) 學系(Na),電機 工程 學系,電機 工程 學系,電機 工程 學系,747,974,0
12,工學院學士班,工學院(Nc) 學士班(Nc),工學院 學士班,工學院 學士班,工學院 學士班,748,974,0
12,  機械,機械(Na),機械,    機械,機械,749,974,0
12,機械工程學系,機械(Na) 工程(Na) 學系(Na),機械 工程 學系,機械 工程 學系,機械 工程 學系,750,974,0
12,  化學工程學,化學(Na) 工程(Na),化學 工程,    化學 工程 學,化學 工程,751,974,0
12,  工程材料資源,工程(Na) 材料(Na) 資源(Na),工程 材料 資源,    工程 材料 資源,工程 材料 資源,752,974,0
12,  電機工程,電機(Na) 工程(Na),電機 工程,    電機 工程,電機 工程,753,974,0
12,機械工程 ,機械(Na) 工程(Na),機械 工程,機械 工程  ,機械 工程,754,974,0
12,環境工程,環境(Na) 工程(Na),環境 工程,環境 工程,環境 工程,755,974,0
12,  資訊科學,資訊(Na) 科學(Na),資訊 科學,    資訊 科學,資訊 科學,756,974,0
12,機械系,機械系(Nc),機械系,機械系,機械系,757,974,0
12,  電子工程,電子(Na) 工程(Na),電子 工程,    電子 工程,電子 工程,758,974,0
12,  機械,機械(Na),機械,    機械,機械,759,974,0
12,動力機械,動力(Na) 機械(Na),動力 機械,動力 機械,動力 機械,760,974,0
12,環境科學與工程系,環境(Na) 科學(Na) 工程系(Nc),環境 科學 工程系,環境 科學 與 工程系,環境 科學 工程系,761,974,0
12,纖維與複合材料系,纖維(Na) 材料系(Nc),纖維 材料系,纖維 與 複 合 材料 系,纖維 材料系,762,974,0
12,  機械,機械(Na),機械,    機械,機械,763,974,0
12,工業工程與管理學系,工業(Na) 工程(Na) 管理(Na) 學系(Na),工業 工程 管理 學系,工業 工程 與 管理 學系,工業 工程 管理 學系,764,974,0
12,  環境工程與科學,環境(Na) 工程(Na) 科學(Na),環境 工程 科學,    環境 工程 與 科學,環境 工程 科學,765,974,0
12,高分子工程學系,高分子(Na) 工程(Na) 學系(Na),高分子 工程 學系,高分子 工程 學系,高分子 工程 學系,766,974,0
12,資訊系,資訊系(Nc),資訊系,資訊系,資訊系,767,974,0
12,  電機,電機(Na),電機,    電機,電機,768,974,0
12,資訊工程,資訊(Na) 工程(Na),資訊 工程,資訊 工程,資訊 工程,769,974,0
12,材料科學與工程,材料(Na) 科學(Na) 工程(Na),材料 科學 工程,材料科 學與 工程,材料 科學 工程,770,974,0
